user_id,city,coarse_lat,coarse_lng,phone,category_opt_ins,preferred_channel,reliability_score,price_sensitivity_threshold_pct,response_latency_minutes_avg
USR-00247,Bengaluru,12.91,77.575,+916497697998,Fruits & Veggies|Snacks|Food Grains|Meat & Seafood,reply-YES,0.8,59,21
USR-00248,Mumbai,19.137,72.95,+916350764996,Fruits & Veggies|Meat & Seafood|Snacks|Food Grains,reply-YES,0.6,36,34
USR-00249,Mumbai,19.083,72.728,+916711947505,Fruits & Veggies|Dairy,SMS,0.55,60,32
USR-00250,Mumbai,19.052,72.993,+918225933238,Beverages,SMS,0.62,36,6
USR-00251,Bengaluru,13.002,77.492,+919974469707,Bakery,reply-YES,0.8,55,39
USR-00252,Bengaluru,12.858,77.619,+916115787239,Food Grains,WhatsApp,0.75,51,25
USR-00253,Pune,18.481,73.729,+919026423624,Ready-to-Eat|Beverages|Snacks,reply-YES,0.69,23,30
USR-00254,Mumbai,19.191,72.875,+918787508057,Bakery,WhatsApp,0.94,43,18
USR-00255,Pune,18.592,73.941,+918400274894,Beverages|Ready-to-Eat,WhatsApp,0.97,48,15
USR-00256,Bengaluru,12.919,77.733,+919604486711,Oil & Masala,SMS,0.53,57,33
USR-00257,Pune,18.464,73.748,+919347749678,Snacks|Fruits & Veggies|Food Grains,reply-YES,0.95,25,43
USR-00258,Pune,18.47,73.985,+916881567541,Snacks|Beverages,reply-YES,0.81,32,23
USR-00259,Pune,18.631,73.978,+919970790770,Snacks|Ready-to-Eat|Bakery,SMS,0.51,14,33
USR-00260,Chennai,12.953,80.236,+916412725921,Ready-to-Eat|Snacks,reply-YES,0.69,18,18
USR-00261,Mumbai,19.159,72.962,+918552517748,Oil & Masala|Snacks|Bakery,WhatsApp,0.96,29,11
USR-00262,Pune,18.512,73.792,+918374282202,Dairy|Beverages,WhatsApp,0.54,28,38
USR-00263,Bengaluru,12.972,77.629,+916726520148,Oil & Masala|Dairy|Beverages|Food Grains,SMS,0.73,38,12
USR-00264,Bengaluru,12.816,77.645,+916093219569,Fruits & Veggies|Dairy,SMS,0.69,37,24
USR-00265,Mumbai,19.113,72.876,+919961588445,Food Grains|Oil & Masala,WhatsApp,0.63,14,8
USR-00266,Pune,18.416,73.745,+916020896760,Dairy|Oil & Masala|Bakery,SMS,0.62,16,25
USR-00267,Mumbai,18.972,72.998,+919519679296,Snacks,WhatsApp,0.76,24,7
USR-00268,Bengaluru,13.075,77.612,+917422070431,Meat & Seafood,SMS,0.73,19,37
USR-00269,Bengaluru,12.951,77.695,+918995893674,Ready-to-Eat|Oil & Masala,WhatsApp,0.52,59,27
USR-00270,Pune,18.401,73.936,+919873880111,Dairy|Snacks,reply-YES,0.59,19,15
USR-00271,Pune,18.601,73.809,+917522377504,Ready-to-Eat|Dairy|Food Grains,reply-YES,0.83,21,18
USR-00272,Bengaluru,12.962,77.622,+919846041261,Snacks|Ready-to-Eat|Meat & Seafood|Fruits & Veggies,reply-YES,0.56,25,14
USR-00273,Pune,18.417,73.794,+919021461690,Meat & Seafood|Oil & Masala|Dairy,reply-YES,0.53,37,44
USR-00274,Pune,18.536,73.858,+918441904377,Fruits & Veggies,WhatsApp,0.81,39,4
USR-00275,Bengaluru,12.947,77.506,+916356237246,Snacks|Oil & Masala|Dairy,WhatsApp,0.65,15,7
USR-00276,Pune,18.518,73.834,+916656322679,Bakery,WhatsApp,0.54,42,23
USR-00277,Mumbai,19.003,72.814,+917592729169,Fruits & Veggies|Ready-to-Eat|Bakery,reply-YES,0.94,19,24
USR-00278,Chennai,13.023,80.28,+918187576176,Meat & Seafood|Fruits & Veggies|Bakery,WhatsApp,0.83,43,35
USR-00279,Chennai,13.241,80.447,+919607983340,Food Grains|Meat & Seafood,WhatsApp,0.76,50,9
USR-00280,Bengaluru,13.013,77.662,+917668668080,Snacks|Oil & Masala|Fruits & Veggies|Bakery,SMS,0.53,21,11
USR-00281,Bengaluru,12.987,77.7,+918093604709,Ready-to-Eat|Dairy,SMS,0.62,38,7
USR-00282,Bengaluru,13.069,77.677,+917137472793,Fruits & Veggies|Oil & Masala,reply-YES,0.99,42,41
USR-00283,Bengaluru,12.873,77.684,+918427629336,Fruits & Veggies|Beverages,WhatsApp,0.51,21,34
USR-00284,Mumbai,19.185,72.938,+918981618098,Ready-to-Eat,SMS,0.78,26,3
USR-00285,Pune,18.61,73.976,+917362724452,Meat & Seafood|Snacks,SMS,0.8,34,33
USR-00286,Chennai,13.125,80.369,+917722215532,Dairy|Bakery|Food Grains,reply-YES,0.81,22,13
USR-00287,Pune,18.46,73.757,+919451165160,Fruits & Veggies|Beverages|Oil & Masala|Meat & Seafood,SMS,0.89,24,14
USR-00288,Pune,18.517,73.88,+919605752966,Meat & Seafood|Bakery|Snacks,SMS,0.55,23,10
USR-00289,Pune,18.595,73.75,+916723919184,Snacks|Ready-to-Eat|Oil & Masala|Dairy,SMS,0.89,37,39
USR-00290,Pune,18.611,73.93,+918167655999,Oil & Masala,WhatsApp,1.0,47,30
USR-00291,Bengaluru,13.087,77.523,+916223644995,Beverages,reply-YES,0.62,10,19
USR-00292,Chennai,13.048,80.292,+918249162631,Meat & Seafood|Ready-to-Eat|Oil & Masala|Fruits & Veggies,WhatsApp,0.85,19,13
USR-00293,Chennai,12.952,80.226,+916242197381,Food Grains,SMS,0.63,16,31
USR-00294,Bengaluru,13.014,77.61,+916029583850,Food Grains|Fruits & Veggies,SMS,0.74,29,22
USR-00295,Chennai,13.236,80.217,+918135634317,Bakery,WhatsApp,0.95,24,14
USR-00296,Bengaluru,12.97,77.444,+918715433825,Bakery|Meat & Seafood|Oil & Masala,reply-YES,0.71,19,45
USR-00297,Chennai,13.127,80.198,+916682994580,Ready-to-Eat|Beverages,SMS,0.67,53,37
USR-00298,Bengaluru,12.896,77.6,+916981625499,Bakery|Beverages,reply-YES,0.66,36,23
USR-00299,Mumbai,19.042,72.859,+917386136746,Oil & Masala,SMS,0.55,30,19
USR-00300,Chennai,12.961,80.189,+917707367127,Meat & Seafood|Dairy|Food Grains,WhatsApp,0.8,25,6
USR-00301,Chennai,12.974,80.205,+916789406972,Meat & Seafood|Fruits & Veggies|Oil & Masala|Dairy,reply-YES,0.64,37,12
USR-00302,Pune,18.486,73.855,+917191678758,Beverages|Meat & Seafood|Fruits & Veggies|Dairy,SMS,0.94,48,11
USR-00303,Pune,18.454,73.724,+918531755046,Oil & Masala,reply-YES,0.56,24,36
USR-00304,Pune,18.615,73.881,+918039726754,Meat & Seafood|Oil & Masala|Ready-to-Eat,SMS,0.79,47,20
USR-00305,Mumbai,19.13,72.817,+918250956360,Ready-to-Eat|Snacks,SMS,0.82,42,35
USR-00306,Chennai,13.22,80.258,+917132996783,Food Grains|Snacks|Beverages,reply-YES,0.85,33,41
USR-00307,Pune,18.551,73.998,+916977638586,Fruits & Veggies|Snacks,reply-YES,0.86,27,16
USR-00308,Bengaluru,13.167,77.529,+919366287117,Oil & Masala,SMS,0.69,50,23
USR-00309,Pune,18.617,73.937,+918539450698,Ready-to-Eat|Fruits & Veggies|Beverages,WhatsApp,0.63,25,5
USR-00310,Pune,18.378,73.776,+919285541793,Food Grains|Bakery|Fruits & Veggies,reply-YES,0.95,17,18
USR-00311,Chennai,13.105,80.319,+916544096762,Fruits & Veggies|Snacks|Food Grains,WhatsApp,0.63,11,25
USR-00312,Chennai,13.188,80.296,+919703547663,Meat & Seafood,reply-YES,0.89,38,38
USR-00313,Pune,18.572,74.022,+919510906519,Dairy|Meat & Seafood|Bakery,SMS,0.91,27,28
USR-00314,Mumbai,19.226,72.886,+918041170829,Fruits & Veggies|Dairy,WhatsApp,0.79,15,15
USR-00315,Pune,18.587,73.826,+916029501147,Meat & Seafood|Fruits & Veggies|Beverages,reply-YES,0.79,32,25
USR-00316,Bengaluru,13.049,77.629,+917378390497,Meat & Seafood|Beverages|Fruits & Veggies,reply-YES,0.69,28,20
USR-00317,Chennai,13.081,80.311,+919333388465,Dairy,WhatsApp,0.6,45,14
USR-00318,Mumbai,19.076,72.919,+917413016064,Dairy|Food Grains|Fruits & Veggies,reply-YES,0.82,25,20
USR-00319,Mumbai,19.152,72.87,+919733430718,Bakery|Fruits & Veggies,WhatsApp,0.55,52,3
USR-00320,Bengaluru,13.128,77.752,+917923186781,Dairy,SMS,0.77,19,17
USR-00321,Pune,18.559,73.78,+917697025795,Snacks|Oil & Masala,reply-YES,0.65,14,6
USR-00322,Pune,18.41,74.023,+917547286399,Fruits & Veggies|Beverages|Oil & Masala|Dairy,SMS,0.83,42,18
USR-00323,Pune,18.514,73.921,+917031759145,Dairy,SMS,0.8,51,14
USR-00324,Pune,18.508,73.922,+918728693953,Dairy,reply-YES,0.69,40,16
USR-00325,Chennai,13.09,80.428,+917827653480,Beverages|Oil & Masala,reply-YES,0.7,46,12
USR-00326,Chennai,13.036,80.465,+918855201015,Beverages|Ready-to-Eat|Meat & Seafood,WhatsApp,0.92,48,11
USR-00327,Mumbai,19.126,72.75,+919405187032,Bakery|Meat & Seafood,reply-YES,0.73,49,5
USR-00328,Chennai,13.089,80.286,+918498391032,Beverages,SMS,0.55,24,42
USR-00329,Bengaluru,13.149,77.557,+917810297295,Snacks|Ready-to-Eat|Dairy|Bakery,WhatsApp,0.72,13,43
USR-00330,Mumbai,19.081,72.94,+919963302251,Oil & Masala|Ready-to-Eat|Food Grains|Beverages,SMS,0.81,17,12
USR-00331,Bengaluru,12.896,77.524,+918621334595,Snacks|Oil & Masala,WhatsApp,0.97,20,6
USR-00332,Pune,18.553,73.753,+917959099441,Meat & Seafood|Snacks|Bakery,WhatsApp,0.88,22,30
USR-00333,Pune,18.442,73.848,+917564858647,Oil & Masala|Snacks|Meat & Seafood|Fruits & Veggies,WhatsApp,0.84,56,2
USR-00334,Bengaluru,12.881,77.536,+916865067996,Snacks|Bakery|Dairy,reply-YES,0.69,10,22
USR-00335,Pune,18.428,73.956,+917568704264,Meat & Seafood|Snacks|Dairy|Ready-to-Eat,WhatsApp,0.77,54,27
USR-00336,Bengaluru,12.942,77.704,+916638285041,Fruits & Veggies|Meat & Seafood|Ready-to-Eat|Dairy,reply-YES,0.93,50,12
USR-00337,Mumbai,19.015,72.742,+917252123802,Beverages|Oil & Masala|Meat & Seafood,WhatsApp,0.57,34,17
USR-00338,Bengaluru,13.081,77.655,+916487497151,Snacks|Beverages,reply-YES,0.68,48,17
USR-00339,Pune,18.42,73.784,+918335849999,Oil & Masala,SMS,0.8,32,43
USR-00340,Pune,18.426,73.914,+918228751209,Bakery,WhatsApp,0.77,52,21
USR-00341,Pune,18.36,74.012,+919311149633,Dairy|Bakery|Oil & Masala|Ready-to-Eat,SMS,0.66,28,45
USR-00342,Bengaluru,12.927,77.524,+919197400597,Ready-to-Eat|Food Grains|Fruits & Veggies,WhatsApp,0.96,32,40
USR-00343,Pune,18.592,73.789,+918210420841,Ready-to-Eat|Oil & Masala,reply-YES,0.66,12,31
USR-00344,Pune,18.527,73.845,+919255054151,Food Grains,WhatsApp,0.73,58,31
USR-00345,Mumbai,19.129,72.754,+919960616941,Snacks|Bakery,reply-YES,0.59,26,37
USR-00346,Chennai,13.068,80.437,+919955958277,Oil & Masala,SMS,0.79,18,28
USR-00347,Pune,18.649,73.757,+916569490608,Meat & Seafood|Oil & Masala,SMS,0.56,20,16
USR-00348,Bengaluru,13.012,77.561,+916209459691,Meat & Seafood|Food Grains|Snacks,WhatsApp,0.63,22,37
USR-00349,Bengaluru,12.921,77.444,+919337598491,Ready-to-Eat|Meat & Seafood,reply-YES,0.95,41,2
USR-00350,Mumbai,18.975,72.793,+916113379523,Bakery|Beverages,WhatsApp,0.62,15,42
USR-00351,Bengaluru,13.008,77.668,+916712787963,Ready-to-Eat|Meat & Seafood,reply-YES,0.88,51,4
USR-00352,Pune,18.522,73.852,+916322082204,Ready-to-Eat|Beverages|Snacks,SMS,0.91,30,9
USR-00353,Pune,18.544,73.852,+919881649571,Beverages,reply-YES,0.99,31,41
USR-00354,Pune,18.465,74.016,+916028422417,Bakery,reply-YES,0.77,24,42
USR-00355,Mumbai,19.194,72.754,+917774340305,Fruits & Veggies|Snacks|Meat & Seafood|Oil & Masala,SMS,0.55,24,17
USR-00356,Bengaluru,13.014,77.736,+916368220152,Oil & Masala|Snacks|Fruits & Veggies|Food Grains,SMS,0.59,34,30
USR-00357,Mumbai,19.126,72.791,+916620821240,Oil & Masala|Ready-to-Eat|Fruits & Veggies|Snacks,WhatsApp,0.82,52,15
USR-00358,Bengaluru,13.07,77.524,+917921350113,Beverages|Oil & Masala|Ready-to-Eat,reply-YES,0.96,30,3
USR-00359,Pune,18.602,73.881,+917918489945,Beverages|Meat & Seafood|Bakery,WhatsApp,0.68,19,44
USR-00360,Mumbai,19.023,72.828,+918744217563,Dairy|Beverages|Oil & Masala,SMS,0.69,28,21
USR-00361,Bengaluru,13.03,77.472,+918657481452,Fruits & Veggies|Oil & Masala|Ready-to-Eat,SMS,0.69,45,41
USR-00362,Chennai,13.224,80.202,+916431784213,Food Grains,reply-YES,0.89,48,41
USR-00363,Bengaluru,12.993,77.697,+918483937772,Bakery|Snacks|Fruits & Veggies|Ready-to-Eat,SMS,0.58,20,22
USR-00364,Mumbai,19.176,72.753,+917834124722,Meat & Seafood|Fruits & Veggies,WhatsApp,0.52,14,40
USR-00365,Bengaluru,12.952,77.573,+918370063239,Meat & Seafood|Food Grains|Bakery|Fruits & Veggies,SMS,0.58,43,23
USR-00366,Pune,18.631,73.861,+917755826321,Snacks|Bakery|Ready-to-Eat,reply-YES,0.53,32,34
USR-00367,Pune,18.626,73.98,+916811994281,Ready-to-Eat|Food Grains|Fruits & Veggies|Bakery,SMS,0.89,36,18
USR-00368,Chennai,12.964,80.376,+917955343349,Bakery|Meat & Seafood|Ready-to-Eat|Snacks,SMS,0.51,46,45
USR-00369,Chennai,13.216,80.276,+917424300917,Bakery|Oil & Masala,SMS,0.6,28,43
USR-00370,Chennai,13.097,80.237,+916872447839,Meat & Seafood,SMS,0.56,15,12
USR-00371,Bengaluru,12.971,77.544,+919989691024,Ready-to-Eat,reply-YES,0.92,21,32
USR-00372,Chennai,13.168,80.238,+918495207699,Snacks,reply-YES,0.57,23,7
USR-00373,Mumbai,19.094,72.864,+919789516650,Ready-to-Eat,WhatsApp,0.52,27,20
USR-00374,Mumbai,19.062,72.799,+917776012316,Snacks|Meat & Seafood,SMS,0.68,12,3
USR-00375,Chennai,13.166,80.233,+919685743973,Meat & Seafood|Bakery|Snacks,WhatsApp,0.85,33,34
USR-00376,Mumbai,19.211,72.906,+919302129182,Oil & Masala|Food Grains,WhatsApp,0.99,18,23
USR-00377,Mumbai,19.236,72.999,+916298031026,Food Grains|Meat & Seafood,SMS,0.51,34,31
USR-00378,Pune,18.4,73.928,+918825229254,Snacks|Beverages|Food Grains|Oil & Masala,SMS,0.61,37,40
USR-00379,Mumbai,18.994,73.006,+918559036535,Fruits & Veggies|Food Grains|Meat & Seafood,WhatsApp,0.58,37,29
USR-00380,Bengaluru,13.074,77.524,+919226761747,Beverages,WhatsApp,0.9,20,11
USR-00381,Bengaluru,12.866,77.662,+917059642549,Ready-to-Eat|Dairy|Food Grains|Fruits & Veggies,SMS,0.61,49,43
USR-00382,Bengaluru,13.054,77.507,+916348973116,Bakery,WhatsApp,0.67,25,38
USR-00383,Pune,18.507,73.971,+918211542401,Dairy|Beverages|Bakery,WhatsApp,0.92,49,5
USR-00384,Pune,18.401,73.697,+919808835855,Oil & Masala|Beverages,reply-YES,0.66,45,30
USR-00385,Bengaluru,12.854,77.493,+919997425429,Beverages,reply-YES,0.61,20,32
USR-00386,Bengaluru,13.004,77.539,+919849785078,Meat & Seafood|Fruits & Veggies|Oil & Masala|Ready-to-Eat,reply-YES,0.62,16,23
USR-00387,Pune,18.388,73.842,+916867894511,Fruits & Veggies|Beverages,SMS,0.71,51,43
USR-00388,Pune,18.532,73.815,+917752371002,Oil & Masala|Food Grains|Fruits & Veggies,reply-YES,0.54,41,24
USR-00389,Bengaluru,13.044,77.741,+916532093613,Bakery,WhatsApp,0.64,27,8
USR-00390,Pune,18.477,74.005,+919294103675,Oil & Masala,reply-YES,0.78,24,11
USR-00391,Pune,18.615,73.699,+918011713037,Meat & Seafood,WhatsApp,0.55,36,31
USR-00392,Pune,18.557,73.825,+916877373169,Meat & Seafood|Snacks,WhatsApp,0.8,29,28
USR-00393,Mumbai,19.017,72.945,+916006977400,Dairy|Bakery|Beverages|Meat & Seafood,reply-YES,0.57,53,27
USR-00394,Bengaluru,13.088,77.674,+916806108537,Dairy,SMS,0.75,16,2
USR-00395,Chennai,12.964,80.344,+917212683905,Dairy,SMS,0.56,58,36
USR-00396,Mumbai,19.12,73.014,+919934910676,Bakery|Dairy|Oil & Masala|Meat & Seafood,WhatsApp,0.64,15,7
USR-00397,Bengaluru,13.103,77.576,+917282251964,Snacks|Oil & Masala,WhatsApp,0.56,19,8
USR-00398,Mumbai,19.132,72.991,+919025449655,Fruits & Veggies,reply-YES,0.85,20,7
USR-00399,Pune,18.601,73.853,+917548057595,Fruits & Veggies,WhatsApp,0.65,51,10
USR-00400,Bengaluru,13.147,77.76,+917352317548,Meat & Seafood|Bakery|Oil & Masala|Snacks,SMS,0.98,10,11
USR-00401,Mumbai,19.172,72.776,+919139203186,Oil & Masala|Meat & Seafood|Fruits & Veggies|Ready-to-Eat,SMS,0.76,21,34
USR-00402,Pune,18.581,73.813,+919807390049,Food Grains|Dairy|Snacks|Beverages,WhatsApp,0.96,35,30
USR-00403,Bengaluru,12.942,77.502,+917960296499,Dairy,reply-YES,0.63,41,9
USR-00404,Bengaluru,12.9,77.589,+918954584465,Meat & Seafood|Bakery|Ready-to-Eat|Snacks,reply-YES,0.91,38,9
USR-00405,Bengaluru,12.983,77.641,+917427893287,Fruits & Veggies|Ready-to-Eat,WhatsApp,0.9,37,22
USR-00406,Bengaluru,13.075,77.481,+918274946454,Food Grains,SMS,0.95,56,3
USR-00407,Chennai,13.046,80.176,+916436659453,Food Grains|Fruits & Veggies,WhatsApp,0.99,60,23
USR-00408,Pune,18.556,73.7,+917356682289,Snacks|Meat & Seafood|Ready-to-Eat|Fruits & Veggies,reply-YES,0.65,19,44
USR-00409,Mumbai,18.955,72.903,+917980133761,Snacks,WhatsApp,0.84,10,8
USR-00410,Bengaluru,12.873,77.635,+916115816231,Food Grains|Beverages|Bakery,SMS,0.77,32,36
USR-00411,Bengaluru,12.976,77.545,+919509163975,Snacks,reply-YES,0.94,48,10
USR-00412,Mumbai,19.169,72.946,+918109810094,Food Grains|Dairy|Meat & Seafood,WhatsApp,0.57,24,10
USR-00413,Mumbai,18.959,72.941,+919569427638,Ready-to-Eat,SMS,0.59,20,27
USR-00414,Bengaluru,13.153,77.61,+919311431075,Ready-to-Eat|Meat & Seafood,WhatsApp,1.0,16,19
USR-00415,Chennai,13.112,80.268,+919429306461,Food Grains|Ready-to-Eat|Oil & Masala,reply-YES,0.95,57,6
USR-00416,Bengaluru,13.098,77.697,+919428954058,Meat & Seafood|Beverages|Bakery,reply-YES,0.78,28,33
USR-00417,Bengaluru,13.082,77.655,+917897245979,Fruits & Veggies|Beverages,reply-YES,0.67,28,3
USR-00418,Pune,18.65,73.984,+918210014996,Bakery,WhatsApp,0.88,38,35
USR-00419,Bengaluru,12.937,77.654,+918539057986,Fruits & Veggies|Oil & Masala|Beverages|Bakery,SMS,0.92,25,38
USR-00420,Bengaluru,12.82,77.553,+917002553952,Oil & Masala|Food Grains|Meat & Seafood,WhatsApp,0.92,52,15
USR-00421,Mumbai,19.063,72.973,+917524587013,Bakery,WhatsApp,0.53,17,33
USR-00422,Chennai,13.034,80.231,+917583624921,Bakery|Snacks|Food Grains,WhatsApp,0.79,24,37
USR-00423,Bengaluru,13.008,77.536,+919171359358,Dairy,WhatsApp,0.96,44,13
USR-00424,Bengaluru,12.867,77.58,+919273964331,Bakery|Fruits & Veggies|Dairy|Snacks,SMS,0.8,45,28
USR-00425,Pune,18.438,73.729,+919842775153,Meat & Seafood|Fruits & Veggies|Dairy|Snacks,reply-YES,0.79,32,4
USR-00426,Bengaluru,12.946,77.692,+919991285685,Beverages|Bakery|Food Grains,reply-YES,0.64,25,15
USR-00427,Mumbai,18.974,72.752,+916156854026,Bakery|Dairy,reply-YES,0.7,52,2
USR-00428,Pune,18.479,73.741,+917632351852,Bakery|Oil & Masala,WhatsApp,0.91,15,14
USR-00429,Pune,18.473,73.968,+916739871484,Beverages|Ready-to-Eat|Oil & Masala,SMS,0.6,39,43
USR-00430,Bengaluru,12.859,77.653,+918777414651,Bakery|Oil & Masala,SMS,0.62,33,16
USR-00431,Chennai,12.975,80.4,+919305757866,Meat & Seafood,SMS,1.0,31,3
USR-00432,Bengaluru,13.15,77.701,+919660695085,Oil & Masala|Bakery,WhatsApp,0.97,42,41
USR-00433,Bengaluru,13.134,77.69,+918532647414,Fruits & Veggies,SMS,0.84,53,18
USR-00434,Chennai,13.035,80.235,+919848359600,Bakery,reply-YES,0.78,19,2
USR-00435,Pune,18.626,73.732,+919163881939,Meat & Seafood|Bakery,reply-YES,0.78,47,38
USR-00436,Chennai,13.114,80.267,+916987921650,Ready-to-Eat,WhatsApp,0.98,57,25
USR-00437,Bengaluru,13.143,77.517,+919018086752,Oil & Masala|Fruits & Veggies,SMS,0.65,31,10
USR-00438,Pune,18.467,73.722,+917281665177,Bakery|Food Grains,reply-YES,0.54,59,31
USR-00439,Bengaluru,13.096,77.538,+917135276255,Meat & Seafood|Oil & Masala,SMS,0.83,15,35
USR-00440,Chennai,13.064,80.185,+918665163917,Meat & Seafood|Bakery,WhatsApp,0.88,44,14
USR-00441,Bengaluru,12.9,77.747,+917813413503,Beverages|Oil & Masala,WhatsApp,0.51,29,39
USR-00442,Bengaluru,13.063,77.651,+919574465448,Bakery|Meat & Seafood,reply-YES,0.61,52,13
USR-00443,Mumbai,19.177,72.913,+917558877405,Food Grains,WhatsApp,0.88,14,15
USR-00444,Bengaluru,12.891,77.712,+919508656996,Ready-to-Eat|Meat & Seafood,WhatsApp,0.89,40,33
USR-00445,Mumbai,19.015,72.97,+917412538341,Oil & Masala,WhatsApp,0.68,18,41
USR-00446,Pune,18.441,73.769,+919665620670,Food Grains|Ready-to-Eat,WhatsApp,0.99,53,33
USR-00447,Bengaluru,13.043,77.508,+918410843971,Ready-to-Eat,reply-YES,0.59,13,2
USR-00448,Chennai,13.065,80.318,+918093582717,Fruits & Veggies|Dairy,reply-YES,0.61,10,29
USR-00449,Bengaluru,13.136,77.583,+919465184788,Meat & Seafood|Beverages|Fruits & Veggies|Ready-to-Eat,reply-YES,0.81,41,41
USR-00450,Pune,18.37,73.938,+918797114917,Oil & Masala|Bakery|Snacks,SMS,0.93,34,39
USR-00451,Pune,18.541,73.897,+917395108327,Oil & Masala|Ready-to-Eat|Beverages|Snacks,reply-YES,0.99,43,21
USR-00452,Chennai,12.979,80.219,+916032650305,Beverages|Bakery,SMS,0.55,12,30
USR-00453,Bengaluru,13.033,77.528,+918133529495,Oil & Masala|Dairy|Bakery|Snacks,reply-YES,0.99,36,6
USR-00454,Mumbai,19.186,72.731,+918929704538,Ready-to-Eat|Meat & Seafood|Food Grains|Dairy,reply-YES,0.57,38,28
USR-00455,Bengaluru,13.114,77.607,+919213545614,Bakery|Snacks,reply-YES,0.87,42,42
USR-00456,Chennai,13.129,80.226,+918899531200,Dairy|Beverages|Ready-to-Eat,SMS,0.99,21,19
USR-00457,Mumbai,19.057,72.896,+919036423733,Food Grains,reply-YES,0.65,19,21
USR-00458,Mumbai,18.989,72.841,+918718976217,Beverages|Fruits & Veggies|Snacks|Ready-to-Eat,SMS,0.59,16,33
USR-00459,Chennai,13.155,80.437,+919482151750,Oil & Masala|Food Grains|Dairy|Bakery,reply-YES,0.57,13,44
USR-00460,Pune,18.434,73.92,+918961965196,Fruits & Veggies|Meat & Seafood|Dairy|Ready-to-Eat,SMS,0.68,37,22
USR-00461,Pune,18.395,73.749,+919862378577,Meat & Seafood,SMS,0.56,46,39
USR-00462,Pune,18.6,73.982,+917917670700,Fruits & Veggies|Meat & Seafood,WhatsApp,0.79,59,12
USR-00463,Pune,18.519,73.743,+918452784300,Ready-to-Eat|Meat & Seafood,SMS,0.75,36,20
USR-00464,Bengaluru,12.924,77.752,+918949186849,Beverages|Food Grains|Snacks|Bakery,reply-YES,0.5,47,11
USR-00465,Chennai,13.119,80.26,+919868703755,Ready-to-Eat|Snacks|Oil & Masala|Fruits & Veggies,reply-YES,0.66,54,26
USR-00466,Bengaluru,12.991,77.521,+917092464308,Food Grains,SMS,0.56,32,31
USR-00467,Bengaluru,13.037,77.489,+916412266435,Beverages,WhatsApp,0.92,33,43
USR-00468,Pune,18.438,73.908,+919314926622,Meat & Seafood|Ready-to-Eat|Food Grains,reply-YES,0.5,19,45
USR-00469,Pune,18.371,74.021,+916710024588,Beverages|Bakery|Snacks|Food Grains,SMS,0.83,48,40
USR-00470,Bengaluru,12.969,77.677,+919933933833,Oil & Masala|Food Grains|Beverages|Snacks,reply-YES,0.9,47,35
USR-00471,Chennai,12.977,80.337,+918817386816,Fruits & Veggies|Ready-to-Eat|Bakery,WhatsApp,0.67,50,40
USR-00472,Pune,18.517,73.772,+917787352199,Oil & Masala,WhatsApp,0.97,48,27
USR-00473,Mumbai,19.045,72.978,+917342995086,Fruits & Veggies|Ready-to-Eat|Food Grains|Snacks,SMS,0.82,44,7
USR-00474,Mumbai,19.011,72.93,+919677786739,Bakery|Ready-to-Eat|Beverages|Dairy,reply-YES,0.68,38,18
USR-00475,Bengaluru,13.004,77.621,+917305374062,Fruits & Veggies|Oil & Masala|Dairy,SMS,0.53,25,11
USR-00476,Bengaluru,12.925,77.673,+919736518849,Ready-to-Eat,WhatsApp,0.91,15,15
USR-00477,Chennai,12.954,80.22,+918063572476,Ready-to-Eat|Snacks,SMS,0.74,35,44
USR-00478,Pune,18.464,73.755,+918007284385,Dairy,reply-YES,0.79,42,29
USR-00479,Bengaluru,13.033,77.675,+917450514904,Food Grains|Snacks|Meat & Seafood|Beverages,WhatsApp,0.74,24,20
USR-00480,Bengaluru,12.991,77.585,+917649961077,Meat & Seafood|Fruits & Veggies|Bakery|Oil & Masala,WhatsApp,0.57,29,26
USR-00481,Pune,18.564,73.959,+916533002702,Snacks|Dairy|Oil & Masala|Food Grains,reply-YES,0.92,40,29
USR-00482,Pune,18.563,73.893,+917805145386,Bakery,reply-YES,0.97,14,11
USR-00483,Mumbai,19.219,73.011,+919500069915,Ready-to-Eat|Snacks|Beverages,reply-YES,0.61,52,12
USR-00484,Chennai,13.014,80.265,+918455652322,Beverages,reply-YES,0.87,49,21
USR-00485,Bengaluru,12.818,77.544,+916399951769,Food Grains|Dairy,SMS,0.62,30,29
USR-00486,Pune,18.574,74.016,+918907056951,Oil & Masala,SMS,0.91,36,9
USR-00487,Pune,18.36,73.727,+916287408117,Dairy|Oil & Masala,reply-YES,0.79,24,35
USR-00488,Chennai,13.11,80.199,+916452878999,Fruits & Veggies|Food Grains|Dairy|Snacks,WhatsApp,0.59,13,25
USR-00489,Chennai,12.967,80.299,+916850560831,Fruits & Veggies,SMS,0.83,26,36
USR-00490,Bengaluru,13.03,77.538,+919549818440,Ready-to-Eat|Oil & Masala,WhatsApp,0.68,39,6
USR-00491,Pune,18.418,73.827,+917705487487,Snacks,SMS,0.7,24,3
USR-00492,Pune,18.396,73.799,+916560944615,Bakery,reply-YES,0.57,59,16
USR-00493,Bengaluru,12.963,77.46,+916665660505,Ready-to-Eat,reply-YES,0.93,33,31
USR-00494,Bengaluru,13.034,77.62,+918789379391,Meat & Seafood|Beverages|Bakery,reply-YES,0.73,47,4
